                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                0.14277,                0.12212,                0.76906,                 0.9984,                0.99848,                0.99352,                0.99346,                0.14424,                0.20921,                0.62519,              0.0086437,              0.0086437,              0.0086437
                    141,                0.14256,                0.12426,                0.76574,                0.99992,                      1,                  0.995,                0.99486,                0.12677,                0.19585,                0.62516,              0.0086239,              0.0086239,              0.0086239
                    142,                0.14174,                 0.1146,                0.76602,                0.97401,                0.97409,                0.97834,                0.97814,                0.12899,                0.20061,                0.62651,               0.008614,               0.008614,               0.008614
                    143,                0.13922,                0.11888,                0.77785,                0.99534,                 0.9939,                0.99364,                0.99364,                0.14385,                0.21538,                0.62714,              0.0086041,              0.0086041,              0.0086041
                    144,                0.14224,                0.11855,                0.76831,                0.99229,                0.99238,                0.98911,                0.98911,                0.13994,                0.20855,                  0.626,              0.0085942,              0.0085942,              0.0085942
                    145,                0.13765,                0.11887,                0.76443,                0.99687,                0.99695,                 0.9942,                 0.9942,                 0.1278,                0.20009,                0.62578,              0.0085843,              0.0085843,              0.0085843
                    146,                0.14192,                0.11623,                0.76658,                 0.9984,                0.99848,                0.99364,                0.99364,                0.11992,                0.18486,                0.62518,              0.0085744,              0.0085744,              0.0085744
                    147,                0.14053,                0.11514,                0.76156,                0.96634,                0.96646,                0.95122,                0.95099,                0.12655,                0.20717,                0.62568,              0.0085645,              0.0085645,              0.0085645
                    148,                0.14295,                0.11517,                0.76645,                0.99533,                0.99238,                0.99196,                0.99196,                0.12808,                0.19038,                0.62709,              0.0085546,              0.0085546,              0.0085546
                    149,                0.13997,                0.11366,                0.76256,                0.99363,                0.97256,                 0.9839,                 0.9839,                0.13248,                0.21789,                0.62951,              0.0085447,              0.0085447,              0.0085447
                    150,                0.14298,                0.11446,                0.77447,                 0.9801,                0.98018,                0.97338,                0.97338,                0.12611,                0.19367,                 0.6254,              0.0085348,              0.0085348,              0.0085348
                    151,                0.14043,                0.11031,                0.76706,                0.99077,                0.99085,                0.98717,                0.98717,                0.12516,                 0.1826,                0.62539,              0.0085249,              0.0085249,              0.0085249
                    152,                0.14282,                 0.1151,                0.77598,                0.99839,                0.99848,                0.99389,                0.99378,                0.14565,                0.20225,                0.62706,               0.008515,               0.008515,               0.008515
                    153,                0.14138,                0.11798,                0.76818,                0.99687,                0.99695,                0.99402,                0.99402,                0.12693,                0.20162,                0.62529,               0.008515,               0.008515,               0.008515
                    154,                0.14046,                0.11518,                0.76542,                0.93903,                0.94055,                0.91924,                0.91924,                0.12406,                 0.1986,                0.62486,              0.0084952,              0.0084952,              0.0084952
                    155,                0.14066,                0.11377,                0.76559,                0.98142,                0.97104,                0.97742,                0.97742,                0.13866,                0.22703,                0.62839,              0.0084853,              0.0084853,              0.0084853
                    156,                0.13914,                 0.1143,                0.77787,                      1,                      1,                  0.995,                0.99493,                0.14714,                0.20969,                 0.6267,              0.0084754,              0.0084754,              0.0084754
                    157,                 0.1389,                0.11231,                0.76868,                0.99986,                      1,                  0.995,                  0.995,                0.12534,                0.18931,                 0.6256,              0.0084655,              0.0084655,              0.0084655
                    158,                0.13971,                0.11456,                0.76847,                0.99216,                 0.9939,                0.99308,                 0.9887,                0.25204,                0.48797,                0.64347,              0.0084655,              0.0084655,              0.0084655
                    159,                0.13814,                0.11674,                0.76513,                      1,                      1,                  0.995,                  0.995,                 0.1308,                 0.2079,                 0.6257,              0.0084457,              0.0084457,              0.0084457
                    160,                0.13627,                0.11112,                0.76598,                0.97553,                0.97561,                0.96591,                0.96591,                 0.1259,                0.18631,                0.62557,              0.0084358,              0.0084358,              0.0084358
                    161,                0.13403,                0.11194,                0.77749,                0.99992,                      1,                  0.995,                  0.995,                0.12237,                0.19584,                0.62556,              0.0084259,              0.0084259,              0.0084259
                    162,                0.13331,                0.11203,                0.76837,                0.99839,                0.99848,                0.99399,                0.99399,                 0.1318,                0.21366,                0.62513,               0.008416,               0.008416,               0.008416
                    163,                0.13714,                0.11345,                0.76365,                0.99687,                0.99695,                0.99291,                0.99291,                0.13613,                0.19438,                0.62524,              0.0084061,              0.0084061,              0.0084061
                    164,                 0.1372,                0.11413,                 0.7661,                0.98772,                 0.9878,                0.98141,                0.98123,                0.14723,                0.21108,                0.62609,              0.0083962,              0.0083962,              0.0083962
                    165,                0.13852,                0.11383,                0.76125,                 0.9435,                 0.9436,                0.91583,                0.91583,                0.11734,                0.19065,                0.62515,              0.0083863,              0.0083863,              0.0083863
                    166,                0.14452,                0.11763,                0.76616,                0.99687,                0.99695,                 0.9928,                 0.9928,                0.14234,                0.20688,                0.62632,              0.0083764,              0.0083764,              0.0083764
                    167,                0.14348,                0.11697,                0.76283,                      1,                      1,                  0.995,                  0.995,                0.13326,                0.20151,                0.62581,              0.0083665,              0.0083665,              0.0083665
                    168,                 0.1441,                0.11317,                0.77462,                 0.9984,                0.99848,                0.99393,                0.99393,                0.13599,                0.19393,                0.62592,              0.0083566,              0.0083566,              0.0083566
                    169,                0.14076,                 0.1164,                0.76616,                 0.9984,                0.99848,                0.99447,                0.99447,                0.11788,                0.18013,                0.62478,              0.0083467,              0.0083467,              0.0083467
                    170,                 0.1372,                0.11661,                0.77566,                0.99992,                      1,                  0.995,                0.99481,                0.13325,                0.20661,                0.62604,              0.0083368,              0.0083368,              0.0083368
                    171,                0.14022,                0.11515,                0.76729,                0.99992,                0.99695,                  0.995,                  0.995,                0.13448,                0.19924,                0.62623,              0.0083269,              0.0083269,              0.0083269
                    172,                0.14022,                0.11084,                0.76579,                0.99077,                0.99085,                0.98959,                0.98902,                0.13897,                0.19885,                 0.6257,               0.008317,               0.008317,               0.008317
                    173,                0.14054,                0.11197,                0.77421,                0.99687,                0.99695,                0.99438,                0.99438,                0.13506,                0.19084,                0.62553,              0.0083071,              0.0083071,              0.0083071
                    174,                0.14015,                0.11393,                0.76926,                0.99992,                0.96189,                0.98072,                0.98072,                0.11939,                 0.1859,                0.62591,              0.0082972,              0.0082972,              0.0082972
                    175,                0.14043,                0.11165,                0.77353,                0.99992,                      1,                  0.995,                  0.995,                0.13292,                0.19319,                0.62569,              0.0082873,              0.0082873,              0.0082873
                    176,                0.14129,                0.10858,                0.77038,                0.99992,                      1,                  0.995,                0.99491,                0.12612,                0.18075,                0.62587,              0.0082774,              0.0082774,              0.0082774
                    177,                0.14774,                0.11555,                0.77802,                0.99992,                      1,                  0.995,                  0.995,                0.13175,                0.18719,                 0.6253,              0.0082675,              0.0082675,              0.0082675
                    178,                  0.145,                0.11252,                0.77277,                      1,                      1,                  0.995,                  0.995,                0.12949,                0.19181,                0.62553,              0.0082576,              0.0082576,              0.0082576
                    179,                 0.1381,                0.11344,                0.76232,                      1,                      1,                  0.995,                  0.995,                0.13216,                0.20096,                 0.6262,              0.0082477,              0.0082477,              0.0082477
                    180,                0.13947,                0.11304,                0.77634,                0.98163,                0.98171,                0.97985,                0.97943,                0.12206,                 0.1791,                0.62556,              0.0082378,              0.0082378,              0.0082378
                    181,                0.14078,                0.11284,                0.77305,                0.99992,                      1,                  0.995,                  0.995,                0.11833,                0.18639,                0.62548,              0.0082279,              0.0082279,              0.0082279
                    182,                0.13852,                0.11183,                0.76845,                0.99992,                      1,                  0.995,                  0.995,                0.13343,                0.20873,                0.62681,               0.008218,               0.008218,               0.008218
                    183,                0.14231,                0.10997,                0.77019,                0.99992,                0.98476,                0.99155,                0.99155,                 0.1402,                0.20978,                 0.6253,              0.0082081,              0.0082081,              0.0082081
                    184,                0.14059,                 0.1098,                0.77645,                0.99992,                      1,                  0.995,                  0.995,                0.12371,                0.18037,                0.62507,              0.0081982,              0.0081982,              0.0081982
                    185,                0.14003,                0.11178,                0.76284,                0.99992,                      1,                  0.995,                  0.995,                0.12536,                0.17537,                0.62564,              0.0081883,              0.0081883,              0.0081883
                    186,                0.14093,                0.11038,                0.77258,                0.99687,                0.99695,                0.99363,                0.99363,                0.11999,                0.17586,                0.62582,              0.0081784,              0.0081784,              0.0081784
                    187,                0.14187,                0.11222,                0.77019,                 0.9862,                0.98628,                0.97917,                0.97917,                0.12129,                0.18716,                0.62527,              0.0081685,              0.0081685,              0.0081685
                    188,                0.13959,                0.11105,                0.77286,                0.99535,                0.99543,                0.99134,                0.99134,                0.13352,                0.20088,                0.62607,              0.0081586,              0.0081586,              0.0081586
                    189,                0.14254,                0.11047,                0.76903,                0.98925,                0.98933,                0.98367,                0.98367,                0.11284,                0.17094,                0.62489,              0.0081487,              0.0081487,              0.0081487
                    190,                0.14051,                0.11137,                0.77074,                0.99535,                0.99543,                0.99113,                0.99098,                0.14541,                0.19352,                 0.6261,              0.0081388,              0.0081388,              0.0081388
                    191,                0.13702,                0.10948,                0.76672,                0.99382,                 0.9939,                0.99288,                0.99288,                0.13673,                0.18829,                0.62566,              0.0081289,              0.0081289,              0.0081289
                    192,                0.14176,                0.10979,                0.77318,                      1,                      1,                  0.995,                0.99491,                0.15061,                 0.2142,                0.62649,               0.008119,               0.008119,               0.008119
                    193,                0.14072,                0.11202,                0.76832,                0.99992,                      1,                  0.995,                0.99498,                0.15321,                0.20219,                0.62633,              0.0081091,              0.0081091,              0.0081091
                    194,                0.14092,                0.11427,                0.76639,                 0.9984,                0.99848,                 0.9939,                 0.9939,                0.13757,                0.19243,                0.62591,              0.0080992,              0.0080992,              0.0080992
                    195,                0.14143,                0.11604,                0.76837,                 0.9984,                0.99848,                 0.9941,                 0.9941,                0.12373,                0.19261,                0.62534,              0.0080893,              0.0080893,              0.0080893
                    196,                0.13587,                0.11006,                0.76212,                0.99533,                0.99238,                0.99194,                0.99182,                0.12387,                0.17778,                 0.6258,              0.0080794,              0.0080794,              0.0080794
                    197,                0.13992,                0.11212,                0.76891,                 0.9923,                0.99238,                0.98943,                0.98943,                0.11817,                0.18091,                0.62533,              0.0080695,              0.0080695,              0.0080695
                    198,                0.13853,                0.11289,                0.76714,                 0.9984,                0.99848,                0.99498,                0.99498,                0.13071,                0.19637,                0.62747,              0.0080596,              0.0080596,              0.0080596
                    199,                 0.1404,                0.11156,                0.76542,                      1,                      1,                  0.995,                  0.995,                0.13006,                0.19777,                0.62579,              0.0080497,              0.0080497,              0.0080497
                    200,                0.13549,                0.10787,                0.76706,                0.99992,                      1,                  0.995,                  0.995,                0.11814,                 0.1904,                0.62462,              0.0080398,              0.0080398,              0.0080398
                    201,                0.14785,                0.12001,                0.77478,                0.99992,                      1,                  0.995,                  0.995,                0.13074,                0.22376,                0.62417,              0.0080299,              0.0080299,              0.0080299
                    202,                0.14035,                 0.1159,                0.77056,                0.95876,                0.95884,                0.94502,                0.94502,                0.13356,                0.20715,                0.62553,                0.00802,                0.00802,                0.00802
                    203,                0.13626,                 0.1093,                0.77018,                0.99992,                      1,                  0.995,                0.99496,                0.12362,                0.20954,                0.62508,              0.0080101,              0.0080101,              0.0080101
                    204,                0.13976,                0.11281,                0.76736,                0.99992,                      1,                  0.995,                  0.995,                0.12541,                0.20354,                 0.6247,              0.0080002,              0.0080002,              0.0080002
                    205,                0.13885,                 0.1101,                0.76913,                      1,                      1,                  0.995,                  0.995,                0.14089,                0.21356,                0.62553,              0.0079903,              0.0079903,              0.0079903
                    206,                0.13953,                 0.1126,                0.76642,                 0.9983,                0.99848,                0.99413,                0.99413,                0.12314,                0.20199,                0.62469,              0.0079804,              0.0079804,              0.0079804
                    207,                0.13912,                0.10996,                0.76565,                0.99687,                0.99695,                0.99253,                0.99253,                 0.1315,                0.18997,                0.62509,              0.0079705,              0.0079705,              0.0079705
                    208,                0.13715,                0.10617,                0.77569,                0.99687,                0.99695,                0.99311,                0.99311,                0.12327,                0.18478,                0.62451,              0.0079606,              0.0079606,              0.0079606
                    209,                0.14236,                0.11392,                0.77188,                      1,                      1,                  0.995,                  0.995,                0.13991,                0.19925,                0.62622,              0.0079507,              0.0079507,              0.0079507
                    210,                0.14061,                0.11439,                0.76784,                0.99839,                0.99848,                0.99447,                0.99447,                0.12149,                 0.1885,                0.62509,              0.0079408,              0.0079408,              0.0079408
                    211,                0.13838,                0.11173,                0.77111,                 0.9984,                0.99848,                 0.9947,                 0.9947,                0.11955,                0.18361,                0.62502,              0.0079309,              0.0079309,              0.0079309
                    212,                0.13708,                0.11187,                0.75882,                0.99535,                0.99543,                0.99348,                0.99348,                0.11687,                0.17982,                0.62425,               0.007921,               0.007921,               0.007921
                    213,                0.13532,                0.11115,                0.76058,                      1,                      1,                  0.995,                  0.995,                0.13544,                0.20794,                0.62578,              0.0079111,              0.0079111,              0.0079111
                    214,                 0.1375,                0.10958,                 0.7717,                      1,                      1,                  0.995,                  0.995,                0.12962,                0.18571,                0.62521,              0.0079012,              0.0079012,              0.0079012
                    215,                0.14049,                0.11049,                0.76917,                0.99687,                0.99695,                0.99475,                0.99475,                0.13267,                0.18807,                0.62555,              0.0078913,              0.0078913,              0.0078913
                    216,                0.13275,                0.10811,                0.76753,                0.99687,                0.99695,                0.99348,                0.99348,                0.12038,                0.18895,                0.62457,              0.0078814,              0.0078814,              0.0078814
                    217,                0.13944,                0.10955,                0.76456,                0.99687,                0.99695,                0.99417,                0.99417,                0.11956,                0.18383,                0.62479,              0.0078715,              0.0078715,              0.0078715
                    218,                0.13836,                0.11222,                0.75963,                      1,                      1,                  0.995,                  0.995,                0.12377,                0.19243,                0.62544,              0.0078616,              0.0078616,              0.0078616
                    219,                0.13566,                0.10823,                0.76578,                0.99829,                0.99848,                0.99419,                0.99419,                0.12498,                0.18141,                0.62563,              0.0078517,              0.0078517,              0.0078517
                    220,                0.14187,                0.11431,                0.76994,                0.98772,                 0.9878,                 0.9828,                0.98261,                0.14014,                0.19033,                0.62538,              0.0078418,              0.0078418,              0.0078418
                    221,                 0.1433,                0.11296,                0.77677,                0.99614,                0.99695,                0.99226,                0.99226,                0.11902,                0.16763,                 0.6246,              0.0078319,              0.0078319,              0.0078319
                    222,                0.13435,                0.10995,                0.76815,                0.97858,                0.97866,                0.97448,                0.97448,                0.14376,                0.19151,                0.62616,              0.0078319,              0.0078319,              0.0078319
                    223,                0.13543,                0.11122,                0.76469,                 0.9801,                0.98018,                0.97042,                0.97042,                0.12018,                0.18686,                0.62524,              0.0078121,              0.0078121,              0.0078121
                    224,                0.13203,                0.10592,                0.76492,                0.99382,                 0.9939,                0.98902,                0.98902,                0.11744,                0.17594,                0.62499,              0.0078022,              0.0078022,              0.0078022
                    225,                0.13105,                 0.1062,                 0.7767,                 0.9984,                0.99848,                 0.9937,                 0.9937,                0.12747,                0.17473,                0.62557,              0.0077923,              0.0077923,              0.0077923
                    226,                0.13464,                0.10688,                0.76785,                0.99992,                      1,                  0.995,                  0.995,                0.12694,                0.18286,                0.62485,              0.0077824,              0.0077824,              0.0077824
                    227,                0.12975,                0.10336,                0.76297,                0.99839,                0.99695,                0.99395,                0.99395,                0.12666,                0.18111,                0.62567,              0.0077725,              0.0077725,              0.0077725
                    228,                0.19377,                0.14888,                0.76405,                0.98925,                0.98933,                0.98854,                0.98854,                0.14666,                0.21418,                 0.6442,              0.0077725,              0.0077725,              0.0077725
                    229,                0.19035,                0.15356,                0.76168,                0.97547,                0.97561,                0.96995,                0.96929,                0.18653,                0.24535,                0.64484,              0.0077527,              0.0077527,              0.0077527
                    230,                0.17223,                0.13527,                0.76311,                0.98315,                0.98323,                0.98481,                0.98391,                0.18899,                0.24161,                0.64511,              0.0077527,              0.0077527,              0.0077527
                    231,                0.17427,                0.13986,                0.76138,                0.99839,                0.99848,                0.99395,                0.99395,                0.11942,                0.18827,                0.64462,              0.0077329,              0.0077329,              0.0077329
                    232,                0.17053,                0.13387,                0.75699,                0.99687,                0.99695,                0.99397,                0.99397,                0.12419,                0.18569,                0.64479,               0.007723,               0.007723,               0.007723
                    233,                0.16308,                0.13359,                0.76521,                 0.9984,                0.99848,                0.99498,                0.99498,                0.12934,                0.19064,                  0.644,              0.0077131,              0.0077131,              0.0077131
                    234,                0.16698,                 0.1339,                0.76678,                0.99687,                0.99695,                0.99495,                0.99492,                0.14171,                0.19292,                0.64469,              0.0077032,              0.0077032,              0.0077032
                    235,                0.15965,                0.13343,                0.76423,                 0.9984,                0.99848,                0.99498,                0.99498,                0.13363,                0.18033,                0.64438,              0.0076933,              0.0076933,              0.0076933
                    236,                0.16131,                0.12854,                 0.7717,                 0.9984,                0.99848,                0.99498,                0.99498,                0.13923,                0.18812,                0.64445,              0.0076834,              0.0076834,              0.0076834
                    237,                0.16316,                0.13012,                 0.7692,                 0.9984,                0.99848,                  0.995,                  0.995,                 0.1456,                0.18422,                0.64503,              0.0076735,              0.0076735,              0.0076735
                    238,                0.15697,                0.12916,                0.76163,                0.99687,                0.99695,                0.99495,                0.99478,                0.15547,                0.20674,                0.64501,              0.0076735,              0.0076735,              0.0076735
                    239,                0.16324,                0.13496,                0.76065,                0.99839,                0.99848,                0.99498,                0.99488,                 0.1541,                0.19534,                0.64454,              0.0076537,              0.0076537,              0.0076537
                    240,                0.15747,                0.13077,                0.75629,                0.99382,                 0.9939,                 0.9938,                 0.9938,                0.12886,                0.17645,                0.64437,              0.0076438,              0.0076438,              0.0076438
                    241,                0.15389,                0.12508,                0.76471,                 0.9938,                 0.9939,                 0.9931,                 0.9931,                0.14149,                0.19332,                0.64442,              0.0076339,              0.0076339,              0.0076339
                    242,                0.15739,                0.12857,                0.76592,                0.99228,                0.99238,                0.99006,                0.99006,                0.14712,                 0.1932,                0.64485,               0.007624,               0.007624,               0.007624
                    243,                0.15125,                0.12244,                0.76388,                0.99531,                0.99543,                0.99424,                 0.9942,                0.11433,                0.18185,                0.64421,              0.0076141,              0.0076141,              0.0076141
                    244,                0.15588,                0.12698,                0.77138,                0.99534,                0.99543,                0.99414,                0.99414,                0.12572,                0.17919,                0.64416,              0.0076042,              0.0076042,              0.0076042
                    245,                0.15758,                0.13253,                  0.769,                0.99534,                0.99543,                0.99414,                0.99414,                0.13557,                0.18624,                 0.6444,              0.0075943,              0.0075943,              0.0075943
                    246,                0.15857,                0.12883,                0.75635,                0.99534,                0.99543,                0.99389,                0.99389,                0.12717,                0.18102,                 0.6442,              0.0075844,              0.0075844,              0.0075844
                    247,                0.16367,                0.12967,                0.76551,                0.99683,                0.99695,                0.99497,                0.99497,                0.12458,                0.18066,                0.64427,              0.0075745,              0.0075745,              0.0075745
                    248,                0.16131,                0.13212,                 0.7611,                0.99685,                0.99695,                0.99497,                0.99497,                0.14602,                0.18883,                0.64424,              0.0075646,              0.0075646,              0.0075646
                    249,                0.15904,                0.12832,                0.75973,                0.99526,                0.99543,                0.99424,                0.99424,                0.11513,                0.17233,                0.64356,              0.0075547,              0.0075547,              0.0075547
                    250,                0.15998,                 0.1301,                0.76015,                0.99533,                0.99543,                 0.9943,                0.99404,                  0.145,                0.19486,                0.64428,              0.0075448,              0.0075448,              0.0075448
                    251,                0.15966,                0.13087,                0.76882,                0.99684,                0.99695,                0.99488,                0.99488,                0.13822,                0.19577,                0.64391,              0.0075349,              0.0075349,              0.0075349
                    252,                0.15388,                0.12959,                0.76507,                0.99683,                0.99695,                0.99498,                0.99498,                0.12237,                0.18976,                 0.6435,               0.007525,               0.007525,               0.007525
                    253,                0.15741,                0.12851,                0.76097,                0.99683,                0.99695,                  0.995,                  0.995,                  0.143,                0.18623,                0.64456,              0.0075151,              0.0075151,              0.0075151
                    254,                0.16053,                0.12979,                0.76769,                0.99526,                0.99543,                0.99432,                0.99432,                0.13854,                0.18292,                0.64493,              0.0075052,              0.0075052,              0.0075052
                    255,                 0.1592,                 0.1281,                 0.7642,                0.99685,                0.99695,                0.99474,                0.99461,                0.15763,                0.19635,                0.64455,              0.0074953,              0.0074953,              0.0074953
                    256,                 0.1591,                0.12351,                0.76416,                0.99687,                0.99695,                0.99488,                0.99488,                0.11332,                0.17104,                0.64317,              0.0074854,              0.0074854,              0.0074854
                    257,                0.16434,                0.12938,                0.76784,                0.99533,                0.99543,                0.99472,                0.99472,                0.11404,                0.17246,                0.64318,              0.0074755,              0.0074755,              0.0074755
                    258,                0.15759,                0.13259,                0.76609,                 0.9968,                0.99695,                0.99492,                0.99492,                0.10514,                0.17669,                0.64312,              0.0074656,              0.0074656,              0.0074656
                    259,                0.15562,                0.12772,                0.76248,                 0.9953,                0.99543,                0.99393,                0.99393,                0.12521,                0.19563,                0.64324,              0.0074557,              0.0074557,              0.0074557
                    260,                0.15555,                0.12971,                0.76376,                0.99381,                 0.9939,                0.99131,                0.99131,                0.11137,                0.17972,                0.64298,              0.0074458,              0.0074458,              0.0074458
                    261,                0.15703,                0.12769,                0.76244,                0.99229,                0.99238,                0.99263,                0.99263,                0.11854,                0.16527,                0.64339,              0.0074359,              0.0074359,              0.0074359
                    262,                0.15455,                0.11945,                0.77027,                0.99381,                 0.9939,                0.99401,                0.99401,                0.12534,                0.17592,                0.64324,               0.007426,               0.007426,               0.007426
                    263,                0.15988,                0.12666,                0.76183,                0.99534,                0.99543,                0.99231,                0.99215,                0.14566,                0.19937,                0.64356,              0.0074161,              0.0074161,              0.0074161
                    264,                0.15441,                0.12712,                0.76153,                0.99532,                0.99543,                0.99374,                0.99374,                0.11023,                0.16896,                0.64333,              0.0074062,              0.0074062,              0.0074062
                    265,                0.15329,                0.12448,                0.76154,                0.99379,                 0.9939,                0.99214,                0.99214,                0.12966,                0.17658,                0.64396,              0.0073963,              0.0073963,              0.0073963
                    266,                0.15009,                0.12845,                 0.7692,                0.99381,                 0.9939,                0.99326,                0.99315,                0.14822,                0.19311,                0.64453,              0.0073864,              0.0073864,              0.0073864
                    267,                0.15775,                0.13179,                0.76552,                0.99534,                0.99543,                0.99378,                0.99378,                0.12535,                0.17878,                0.64375,              0.0073765,              0.0073765,              0.0073765
                    268,                0.15553,                0.12517,                0.76174,                0.99687,                0.99695,                0.99489,                0.99489,                0.12068,                0.17705,                0.64375,              0.0073666,              0.0073666,              0.0073666
                    269,                0.15687,                0.12766,                0.75121,                0.99534,                0.99543,                0.99291,                0.99291,                0.11957,                 0.1693,                 0.6435,              0.0073567,              0.0073567,              0.0073567
                    270,                0.15506,                 0.1317,                0.76573,                0.99382,                 0.9939,                0.99216,                 0.9921,                0.11219,                0.17028,                 0.6435,              0.0073468,              0.0073468,              0.0073468
                    271,                0.15092,                0.12275,                0.75128,                0.99687,                0.99695,                0.99495,                0.99495,                0.13254,                0.18144,                0.64408,              0.0073369,              0.0073369,              0.0073369
                    272,                0.15471,                0.12434,                0.75456,                0.99992,                      1,                  0.995,                  0.995,                0.11819,                0.16508,                0.64343,               0.007327,               0.007327,               0.007327
                    273,                0.15616,                0.12486,                0.76731,                0.99992,                      1,                  0.995,                  0.995,                0.13472,                0.18186,                0.64348,              0.0073171,              0.0073171,              0.0073171
                    274,                0.15602,                0.12403,                 0.7631,                0.99535,                0.99543,                0.99372,                0.99372,                0.13589,                0.18447,                0.64343,              0.0073072,              0.0073072,              0.0073072
                    275,                0.15832,                0.12359,                0.75968,                0.99382,                 0.9939,                0.99253,                0.99253,                0.13753,                 0.1748,                 0.6434,              0.0072973,              0.0072973,              0.0072973
                    276,                0.15143,                0.12186,                0.76198,                0.99229,                0.99238,                0.99144,                0.99144,                0.12546,                0.16708,                0.64315,              0.0072874,              0.0072874,              0.0072874
                    277,                0.15382,                0.12414,                0.76147,                0.99687,                0.99695,                0.99478,                0.99478,                0.11741,                0.16654,                0.64335,              0.0072775,              0.0072775,              0.0072775
                    278,                0.15428,                0.12206,                0.77347,                0.99687,                0.99695,                0.99477,                0.99477,                0.12937,                 0.1765,                0.64379,              0.0072676,              0.0072676,              0.0072676
                    279,                0.15445,                0.12383,                0.76676,                 0.9984,                0.99848,                0.99479,                0.99479,                0.12103,                0.16903,                0.64309,              0.0072577,              0.0072577,              0.0072577
                    280,                0.15001,                0.11543,                0.76235,                0.99687,                0.99695,                 0.9936,                 0.9936,                0.12444,                0.16988,                0.64321,              0.0072478,              0.0072478,              0.0072478
                    281,                0.15731,                 0.1219,                0.75968,                0.99839,                0.99848,                0.99494,                0.99494,                0.11767,                0.17525,                0.64304,              0.0072379,              0.0072379,              0.0072379
                    282,                 0.1547,                0.12695,                0.75766,                 0.9923,                0.99238,                0.99195,                0.99195,                0.12112,                0.15783,                0.64328,               0.007228,               0.007228,               0.007228
                    283,                 0.1471,                0.11922,                0.76326,                0.99229,                0.99238,                0.99288,                0.99288,                 0.1163,                0.16126,                0.64368,              0.0072181,              0.0072181,              0.0072181
                    284,                0.14823,                0.12286,                0.76334,                0.98925,                0.98933,                0.98786,                0.98786,                0.13858,                0.18027,                0.64399,              0.0072082,              0.0072082,              0.0072082
                    285,                0.15001,                 0.1188,                0.76438,                 0.9923,                0.99238,                0.99153,                0.99153,                0.12462,                0.16402,                0.64355,              0.0071983,              0.0071983,              0.0071983
                    286,                0.15253,                0.12039,                0.77111,                0.99382,                 0.9939,                0.99262,                0.99262,                0.12785,                0.17857,                0.64316,              0.0071884,              0.0071884,              0.0071884
                    287,                 0.1486,                0.12171,                0.76011,                0.99382,                 0.9939,                0.99215,                0.99191,                0.16958,                0.19994,                0.64395,              0.0071785,              0.0071785,              0.0071785
                    288,                 0.1503,                0.12375,                0.75638,                0.99535,                0.99543,                0.99343,                0.99338,                0.14839,                0.19682,                 0.6436,              0.0071686,              0.0071686,              0.0071686
                    289,                0.15717,                0.12796,                 0.7644,                 0.9923,                0.99238,                0.99205,                  0.992,                0.16201,                0.19277,                0.64419,              0.0071587,              0.0071587,              0.0071587
                    290,                0.15432,                0.12503,                0.76512,                0.99535,                0.99543,                0.99359,                0.99359,                0.12809,                0.16347,                0.64343,              0.0071488,              0.0071488,              0.0071488
                    291,                0.14829,                0.12366,                0.76663,                0.99687,                0.99695,                 0.9948,                 0.9948,                0.12977,                 0.1722,                0.64314,              0.0071389,              0.0071389,              0.0071389
                    292,                0.15424,                0.12447,                0.77125,                 0.9984,                0.99848,                0.99494,                0.99494,                0.11334,                 0.1663,                0.64321,               0.007129,               0.007129,               0.007129
                    293,                0.14392,                 0.1227,                0.76336,                 0.9984,                0.99848,                0.99361,                0.99361,                 0.1176,                0.16259,                0.64336,              0.0071191,              0.0071191,              0.0071191
                    294,                 0.1523,                0.12325,                 0.7632,                0.99687,                0.99695,                0.99495,                0.99495,                0.12175,                0.16739,                0.64309,              0.0071092,              0.0071092,              0.0071092
                    295,                0.15716,                0.12267,                0.76481,                0.99687,                0.99695,                0.99262,                0.99262,                0.12986,                0.17257,                0.64334,              0.0070993,              0.0070993,              0.0070993
                    296,                0.14796,                0.12132,                0.76223,                 0.9984,                0.99848,                0.99392,                0.99392,                0.10674,                0.16096,                0.64293,              0.0070894,              0.0070894,              0.0070894
                    297,                0.15002,                0.11571,                  0.762,                      1,                      1,                  0.995,                  0.995,                0.11786,                0.16522,                0.64352,              0.0070795,              0.0070795,              0.0070795
                    298,                0.15066,                0.11878,                0.76737,                0.99687,                0.99695,                0.99495,                0.99495,                0.10888,                0.16067,                0.64334,              0.0070696,              0.0070696,              0.0070696
                    299,                0.14778,                0.11625,                 0.7612,                0.99687,                0.99695,                0.99422,                0.99422,                0.13157,                0.16632,                0.64378,              0.0070597,              0.0070597,              0.0070597
                    300,                0.15232,                0.12209,                0.75918,                0.99534,                0.99543,                0.99362,                0.99362,                0.11615,                0.16829,                0.64335,              0.0070498,              0.0070498,              0.0070498
                    301,                0.15149,                0.12086,                0.76593,                0.99382,                 0.9939,                0.99183,                0.99183,                0.12183,                0.16484,                0.64334,              0.0070399,              0.0070399,              0.0070399
